0	0	In Arbeit!{mend}
16	0	KRRRÄÄÄCHZZZ!{wend(60)}
16	1	KRRRÄÄÄCHZZZ!{wend(60)}
17	0	KRRRÄÄÄCHZZZ!{wend(60)}
17	1	KRRRÄÄÄCHZZZ!{wend(60)}
31	0	Wüüüteeend!{wend(60)}
31	1	Wüüüteeend!{wend(60)}
31	2	Wüüüteeend!{wend(60)}
32	0	Wüüüteeend!{wend(60)}
32	1	Wüüüteeend!{wend(60)}
32	2	Wüüüteeend!{wend(60)}
33	0	Wüüüteeend!{wend(60)}
33	1	Wüüüteeend!{wend(60)}
33	2	Wüüüteeend!{wend(60)}
150	0	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
150	1	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
151	0	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
151	1	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
152	0	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
152	1	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
153	0	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
153	1	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
153	2	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
153	3	Zerrreißeeen!\nZerrreißeeen!{wend(60)}
187	0	Wüüüteeend!{wend(60)}
187	1	Wüüüteeend!{wend(60)}
187	2	Wüüüteeend!{wend(60)}
188	0	Wüüüteeend!{wend(60)}
188	1	Wüüüteeend!{wend(60)}
188	2	Wüüüteeend!{wend(60)}
189	0	Wüüüteeend!{wend(60)}
189	1	Wüüüteeend!{wend(60)}
189	2	Wüüüteeend!{wend(60)}
241	0	Kandidatin Nr. 1 ...{wend(40)}
241	1	Kandidatin Nr. 2 ...{wend(40)}
241	2	Kandidatin Nr. 3 ...{wend(40)}
241	3	Kandidatin Nr. 4 ...{wend(40)}
241	4	Schön, dich kennenzulernen.{wend(40)}
241	5	Hallo! Ich heiße Amanda und bin\n14 Jahre alt.{wend(120)}
241	6	Ich heiße Renata, bin 25 und Sternzeichen\nWidder.{wend(120)}
241	7	Ich heiße Movel. Ich bin 16 und Sternzeichen\nStier.{wend(120)}
241	8	Mein Name ist Shannon. Ich bin 14 und\nmein Sternzeichen ist Zwilling.{wend(120)}
241	9	Hallo, ich bin Gemma. Ich bin 10 Jahre alt\nund Sternzeichen Krebs!{wend(120)}
241	10	Andrea heiße ich. Ich bin 14 und mein\nSternzeichen ist Löwe!{wend(120)}
241	11	Hallo. Ich heiße Marianella. Ich bin\nSternzeichen Jungfrau und 15 Jahre\nalt.{wend(120)}
241	12	Ich bin Tina! Ich bin 16 Jahre alt und\nSternzeichen Waage.{wend(120)}
241	13	Hola, soy Arianna. Tengo 17 años.\nSoy del signo Escorpio.{wend(120)}
241	14	Ich heiße Marijana und bin 25 Jahre alt,\nSternzeichen Schütze.{wend(120)}
241	15	Ich heiße Jouraine, bin 14 Jahre alt und\nSternzeichen Steinbock.{wend(120)}
241	16	Hallo! Ich bin Valentini. Ich bin\nSternzeichen Wassermann und\n15 Jahre alt.{wend(120)}
241	17	Ich bin Petra! Mein Sternzeichen ist\nFische, ich bin 16 Jahre alt und mag\ngroße Jungs!{wend(120)}
241	18	Hallo. Luz ist mein Name ... und ich bin\ntotal verliebt! {wait(40)}\nIch bin 17 Jahre alt!{wend(120)}
241	19	Ich heiße Carolina und bin 10 Jahre alt.\nWenn ich mal groß bin, will ich \nMiss Universum werden!{wend(120)}
241	20	Ich bin Cynthia. Ich bin 15 Jahre alt und\nVegetarierin.{wend(120)}
241	21	Ich heiße Richard. Ich bin 29 und will\nhier gegen Sexismus bei\nSchönheitswettbewerben protestieren!{wend(120)}
241	22	Ich finde das Element {color(1)}Giftgas{color(0)}\nbesonders interessant!{wend(120)}
241	23	In meiner Freizeit beschäftige \nich mich am liebsten mit dem \nElement {color(1)}Vulkan{color(0)}!{wend(120)}
241	24	Meine Ambition: {color(1)}Arznei plus{color(0)}!{wend(120)}
241	25	{color(1)}Blutsaugen{color(0)} ist mir das Liebste!{wend(120)}
241	26	Mein {color(1)}Tornado{color(0)} ist nicht ohne!{wend(120)}
241	27	Mein Zukunftsziel heißt {color(1)}Feuerball{color(0)}!{wend(120)}
241	28	Besonders stolz bin ich auf mein Können \nmit dem Element {color(1)}Schwarzes Loch{color(0)}!{wend(120)}
241	29	Mein Lieblingssport \nheißt {color(1)}Wasserstrahl{color(0)}!{wend(120)}
241	30	Ich gehe gern singend im \n{color(1)}Pechregen{color(0)} spazieren!{wend(120)}
241	31	{color(1)}Balsam{color(0)} \nist meine Spezialität!{wend(120)}
386	0	Radius:\nHohoho ... Komm schon, {playwork(0)}!\nDu musst dich nicht zurückhalten!{mend}
386	1	Radius:\nFangen wir mit ein paar grundlegenden \nHinweisen zum Angreifen an. \nSpitz die Ohren, junger Mann ...{bpage}\nDu weißt ja bestimmt, dass es drei Angriffsstärken \ngibt  - Schwach (1), Stark (2) und Extrem (3) - \nund dass jede davon eine andere Trefferchance\n(TRF%) hat, oder?{bpage}\nMit jedem Treffer, den du landest, \nsteigen diese Prozentzahlen, was bedeutet, \ndass dein nächster Angriff sein Ziel leichter trifft.{bpage}\nDu solltest mit schwachen (1) Angriffen anfangen,\ndie die höchste Trefferchance haben, und dann\nallmählich zu starken (2) und extremen (3) \nAngriffen überzugehen.{bpage}\nAlso: Greif nicht einfach irgendwie an, sondern\nkonzentriere dich darauf, deine TRF% zu steigern.\nWenn deine extremen (3) Angriffe ins Leere \ngehen, verausgabst du dich nur unnötig!{mend}
386	2	Schwach (1)!{wend(60)}
386	3	Stark (2)!!{wend(60)}
386	4	Extrem (3)!!!{wend(60)}
