0	0	ｎｏｗ　ｃｏｎｓｔｒｕｃｔｉｏｎ{mend}
16	0	くわーーーーーっ！！！{wend(60)}
16	1	くわーーーーーっ！！！{wend(60)}
17	0	くわーーーーーっ！！！{wend(60)}
17	1	くわーーーーーっ！！！{wend(60)}
31	0	ぷぎーっ（怒）！！！{wend(60)}
31	1	ぷぎーっ（怒）！！！{wend(60)}
31	2	ぷぎーっ（怒）！！！{wend(60)}
32	0	ぷぎーっ（怒）！！！{wend(60)}
32	1	ぷぎーっ（怒）！！！{wend(60)}
32	2	ぷぎーっ（怒）！！！{wend(60)}
33	0	ぷぎーっ（怒）！！！{wend(60)}
33	1	ぷぎーっ（怒）！！！{wend(60)}
33	2	ぷぎーっ（怒）！！！{wend(60)}
150	0	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
150	1	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
151	0	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
151	1	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
152	0	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
152	1	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
153	0	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
153	1	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
153	2	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
153	3	しゅーーーーーっ！！！\nしゅーーーーーっ！！！{wend(60)}
187	0	ぷぎーっ（怒）！！！{wend(60)}
187	1	ぷぎーっ（怒）！！！{wend(60)}
187	2	ぷぎーっ（怒）！！！{wend(60)}
188	0	ぷぎーっ（怒）！！！{wend(60)}
188	1	ぷぎーっ（怒）！！！{wend(60)}
188	2	ぷぎーっ（怒）！！！{wend(60)}
189	0	ぷぎーっ（怒）！！！{wend(60)}
189	1	ぷぎーっ（怒）！！！{wend(60)}
189	2	ぷぎーっ（怒）！！！{wend(60)}
241	0	「エントリナンバー１番、{wend(40)}
241	1	「エントリナンバー２番、{wend(40)}
241	2	「エントリナンバー３番、{wend(40)}
241	3	「エントリナンバー４番、{wend(40)}
241	4	「よろしくおねがいします。{wend(40)}
241	5	「ひーぐ、１４歳。{wend(40)}
241	6	「ターナー、２５歳。{wend(40)}
241	7	「まっこ、１６歳。{wend(40)}
241	8	「ちいち、１４歳。{wend(40)}
241	9	「スズ、１０歳。{wend(40)}
241	10	「カズミ、１４歳。{wend(40)}
241	11	「ユーコ、１５歳。{wend(40)}
241	12	「ミーヤ、１６歳。{wend(40)}
241	13	「オーノー、１７歳。{wend(40)}
241	14	「フルカー、２５歳。{wend(40)}
241	15	「さと、１４歳。{wend(40)}
241	16	「カイヤ、１５歳。{wend(40)}
241	17	「イワン、１６歳。{wend(40)}
241	18	「おせん、１７歳。{wend(40)}
241	19	「アリー、１０歳。{wend(40)}
241	20	「ツーノ、１５歳。{wend(40)}
241	21	「きよ、１６歳。{wend(40)}
241	22	「得意なことは、{color(1)}毒散布{color(0)}です。{wend(60)}
241	23	「得意なことは、{color(1)}ボルケーノ{color(0)}です。{wend(60)}
241	24	「得意なことは、{color(1)}ケアラ{color(0)}です。{wend(60)}
241	25	「得意なことは、{color(1)}吸血{color(0)}です。{wend(60)}
241	26	「得意なことは、{color(1)}トルネード{color(0)}です。{wend(60)}
241	27	「得意なことは、{color(1)}ファイアボール{color(0)}です。{wend(60)}
241	28	「得意なことは、{color(1)}ブラックホール{color(0)}です。{wend(60)}
241	29	「得意なことは、{color(1)}アクアビーム{color(0)}です。{wend(60)}
241	30	「得意なことは、{color(1)}呪いのシャワー{color(0)}です。{wend(60)}
241	31	「得意なことは、{color(1)}リカバー{color(0)}です。{wend(60)}
386	0	{wmode 32 128}ラディウス\n「フォフォフォ、どこからでも\n　かかってきなされ、{playwork(0)}よ！{mend}
